case_id,compute_work,council_branch_compute_work,council_branch_validation_nodes,council_compute_work,council_initial_compute_work,council_initial_validations,discovering_node,finishing_node,host_wall_seconds,mode,pouw_computations,pouw_compute_work,pouw_time,proof_hash_checks,proof_hash_compute_work,proof_semantic_checks,proof_semantic_compute_work,search_compute_work,simulation_time,total_computations,total_compute_work,total_hashes,total_time,transcript_compute_work,transcript_records,validation_computations,validation_compute_work,validation_time,validation_valid
19,0.09216211579267157,,,,,,,,0.06958010300013484,pow,,,,,,,,,31.433255269320842,,,81002,,,,,,,
19,,0.0,0,0.0,0.0,0,node4,node2,0.06717826499971125,none,1676,0.05605330385969014,19.306736681033993,0,0.0,0,0.0,0.05605330385969014,19.306736681033993,1676.0,0.05605330385969014,,19.306736681033993,0.0,0,0.0,0.0,0.0,True
19,,0.0,0,0.0,0.0,0,node1,node1,0.1498066630001631,proof,1569,0.06196222264219343,27.778629228189562,2892,0.00825191439710279,2905,0.053592166908218934,0.05247472181136863,472.4671749228123,3701.8222143593457,0.12380630394751516,,472.4671749228123,0.009487500830824799,2892,1849.1448876443121,0.06184408130532172,444.68854569462275,True
19,,0.03404235785179766,217,0.03406282180605058,2.046395425291507e-05,4,node4,node2,0.09739412199996877,council,1676,0.05605330385969014,19.306736681033993,0,0.0,0,0.0,0.05605330385969014,60.68109351523148,2694.4821485249804,0.09011612566574072,,60.68109351523148,0.0,0,1018.4821485249802,0.03406282180605058,41.374356834197485,True
20,0.0034588384485533885,,,,,,,,0.003380202000244026,pow,,,,,,,,,1.1758664955070603,,,3040,,,,,,,
20,,0.0,0,0.0,0.0,0,node1,node5,0.07054956299998594,none,1862,0.062274016579202285,21.331604753034053,0,0.0,0,0.0,0.062274016579202285,21.331604753034053,1862.0,0.062274016579202285,,21.331604753034053,0.0,0,0.0,0.0,0.0,True
20,,0.0,0,0.0,0.0,0,node4,node5,0.17504933899999742,proof,1917,0.07565463229109225,33.97232348070174,3518,0.010038117167706646,3531,0.06514077155005889,0.06411347464142363,114.63274016739945,4509.9390009843955,0.15083352100885777,,114.63274016739945,0.011541157649668617,3518,2247.857107698265,0.07517888871776554,80.6604166866977,True
20,,0.043298114134083666,276,0.043318578088336585,2.046395425291507e-05,4,node1,node5,0.10868196499995975,council,1862,0.062274016579202285,21.331604753034053,0,0.0,0,0.0,0.062274016579202285,43.40710174640596,3157.2302875453283,0.10559259466753887,,43.40710174640596,0.0,0,1295.2302875453283,0.043318578088336585,22.0754969933719,True
21,0.010296871039279003,,,,,,,,0.00784195300002466,pow,,,,,,,,,3.227330779054917,,,9050,,,,,,,
21,,0.0,0,0.0,0.0,0,node1,node5,0.0747585839999374,none,1937,0.06478236848223137,20.37707098420232,0,0.0,0,0.0,0.06478236848223137,20.37707098420232,1936.9999999999998,0.06478236848223137,,20.37707098420232,0.0,0,0.0,0.0,0.0,True
21,,0.0,0,0.0,0.0,0,node4,node3,0.17829868700027873,proof,1965,0.07759131830568139,32.095702745221374,3619,0.01032630643261238,3632,0.0670040448229436,0.06571881985936225,118.05139826822524,4632.1750959510555,0.15492166956123737,,118.05139826822524,0.011872498446319138,3619,2312.186076109525,0.07733035125555598,85.95569552300387,True
21,,0.0445531319350716,284,0.04457359588932452,2.046395425291507e-05,4,node1,node5,0.1207098230001975,council,1937,0.06478236848223137,20.37707098420232,0,0.0,0,0.0,0.06478236848223137,40.99194383111431,3269.755458937918,0.1093559643715559,,40.99194383111431,0.0,0,1332.7554589379179,0.04457359588932452,20.614872846911993,True
22,0.010035182604026608,,,,,,,,0.007375369999863324,pow,,,,,,,,,3.306806282722513,,,8820,,,,,,,
22,,0.0,0,0.0,0.0,0,node2,node4,0.027077609000116354,none,788,0.02635441732782567,8.858158319764353,0,0.0,0,0.0,0.02635441732782567,8.858158319764353,788.0,0.02635441732782567,,8.858158319764353,0.0,0,0.0,0.0,0.0,True
22,,0.0,0,0.0,0.0,0,node5,node3,0.0619365289999223,proof,762,0.030117065283988803,13.37884072558876,1412,0.0040289429905633264,1425,0.026288756572878477,0.025484855334775586,89.01746952547028,1807.0061693033203,0.06043476484743061,,89.01746952547028,0.004632209949213215,1412,906.502578251582,0.030317699563441804,75.63862879988152,True
